price,year,mileage,brand,fuel,transmission,engine_size,owners
100000,2002,101629,Nissan,Petrol,Manual,2.0,2
100000,1998,82520,Mercedes,Petrol,Automatic,2.0,3
100000,2009,99374,Kia,Hybrid,Manual,2.0,1
1197636,2022,23754,Audi,Petrol,Automatic,3.0,5
100000,2005,51878,Volkswagen,Diesel,Manual,1.8,2
100000,2005,59797,BMW,Diesel,Manual,1.6,3
100000,1995,57756,Honda,Petrol,Manual,2.2,3
114790,2011,113795,BMW,Petrol,Automatic,2.2,2
150847,2009,31069,Kia,Petrol,Automatic,2.5,2
145783,2014,152723,Ford,Hybrid,Manual,2.5,1
100000,2000,73156,Volkswagen,Hybrid,Manual,1.8,3
456547,2018,119674,BMW,Petrol,Automatic,3.0,5
410009,2016,42551,Ford,Petrol,Automatic,3.0,2
1119341,2022,75031,Mercedes,Petrol,Automatic,1.8,5
518453,2019,64587,Honda,Petrol,Automatic,2.5,2
134299,2009,26369,Nissan,Electric,Automatic,2.5,1
100000,2003,61019,BMW,Electric,Automatic,3.0,1
100000,2008,82121,Volkswagen,Petrol,Automatic,2.0,4
153641,2012,107764,Honda,Petrol,Manual,2.0,2
482990,2020,98496,Nissan,Petrol,Automatic,2.0,2
182440,2011,70817,Audi,Petrol,Automatic,3.0,3
161829,2012,132806,Mercedes,Hybrid,Automatic,2.0,2
100000,1999,52176,Ford,Diesel,Automatic,2.5,4
142021,2014,161612,Mercedes,Petrol,Automatic,3.0,5
172243,2014,134328,Nissan,Petrol,Automatic,2.0,2
100000,2003,101291,Volkswagen,Electric,Manual,2.5,5
100000,2005,108094,Ford,Diesel,Automatic,3.0,2
380367,2018,132956,Hyundai,Petrol,Automatic,1.6,3
219262,2016,116777,Volkswagen,Petrol,Automatic,2.2,4
100000,1995,88782,BMW,Petrol,Automatic,1.6,1
120817,2012,157065,Mercedes,Petrol,Automatic,2.2,4
100000,2000,46871,Nissan,Petrol,Automatic,1.4,2
672922,2021,49714,BMW,Petrol,Automatic,3.0,1
100000,1996,162184,Honda,Diesel,Automatic,1.4,3
100000,2009,45424,Kia,Diesel,Automatic,3.0,1
982312,2023,104941,Toyota,Petrol,Automatic,1.4,1
540635,2020,121989,Hyundai,Petrol,Automatic,2.2,1
229508,2015,200358,BMW,Diesel,Manual,1.8,2
101904,2008,67034,Kia,Petrol,Automatic,1.6,5
100000,1999,144268,Ford,Diesel,Automatic,1.8,1
100000,2000,70388,Volkswagen,Petrol,Automatic,2.2,3
100000,2000,56526,Ford,Petrol,Automatic,2.0,1
370863,2016,34405,Nissan,Petrol,Automatic,1.8,4
138046,2012,46107,Volkswagen,Diesel,Automatic,3.0,3
100000,2008,122058,Honda,Petrol,Manual,2.2,2
100000,2004,76551,Ford,Hybrid,Automatic,1.4,4
100000,2008,106551,Hyundai,Diesel,Automatic,2.0,1
100000,2007,102008,Volkswagen,Diesel,Automatic,1.4,3
100000,1997,145969,Ford,Hybrid,Automatic,3.0,1
100000,2000,181281,Hyundai,Petrol,Manual,1.8,4
871967,2023,29557,Kia,Petrol,Automatic,1.8,1
100000,2002,159121,Honda,Petrol,Manual,1.6,1
100000,2006,134905,Honda,Petrol,Automatic,3.0,1
100000,2007,54564,Volkswagen,Petrol,Automatic,1.6,1
100000,2005,61413,Hyundai,Hybrid,Automatic,2.2,2
100000,2006,114268,Mercedes,Hybrid,Automatic,2.5,2
100000,1995,106620,Honda,Diesel,Automatic,1.8,1
164063,2011,67480,Nissan,Petrol,Manual,1.4,4
117609,2010,122845,Mercedes,Diesel,Manual,1.6,1
100000,2005,139188,Ford,Diesel,Automatic,1.4,1
100000,2007,97228,Kia,Petrol,Manual,2.2,2
115989,2012,95196,Honda,Petrol,Automatic,2.5,1
100000,2005,131742,Kia,Petrol,Manual,1.4,1
647147,2022,97367,Honda,Petrol,Automatic,1.4,2
100000,2006,264321,Toyota,Petrol,Automatic,3.0,1
100000,2000,73520,Nissan,Diesel,Automatic,2.0,2
100000,2003,198626,Audi,Petrol,Manual,2.2,4
103700,2010,65195,Audi,Hybrid,Manual,2.5,1
100000,1998,80480,BMW,Diesel,Automatic,1.6,4
100000,1997,56262,Honda,Petrol,Automatic,2.0,1
737317,2022,127021,Nissan,Petrol,Automatic,1.8,1
100000,2010,191635,Ford,Diesel,Automatic,1.8,3
300667,2018,115362,Audi,Petrol,Manual,1.6,1
705714,2021,132954,BMW,Petrol,Manual,2.5,1
435904,2020,78018,Mercedes,Petrol,Manual,3.0,2
425239,2019,140747,Kia,Electric,Manual,2.5,1
100000,2006,188274,Mercedes,Petrol,Manual,2.2,2
100000,2005,28878,Nissan,Petrol,Manual,1.8,2
100000,1999,47898,Hyundai,Petrol,Automatic,1.8,1
464075,2019,171657,Honda,Diesel,Manual,3.0,4
106772,2012,193552,Audi,Petrol,Automatic,1.8,1
100000,2013,269074,Audi,Diesel,Manual,2.2,1
329315,2017,136095,Mercedes,Petrol,Automatic,1.8,4
320449,2017,21829,Audi,Diesel,Manual,3.0,2
100000,2000,170686,Mercedes,Diesel,Manual,1.6,2
385068,2016,66582,Honda,Petrol,Manual,3.0,1
126492,2012,248017,Mercedes,Diesel,Automatic,1.6,3
677958,2020,65878,Toyota,Diesel,Automatic,1.6,2
100000,2000,88378,Ford,Diesel,Automatic,2.0,1
100000,1998,82981,Volkswagen,Petrol,Automatic,1.6,3
100000,2006,66686,BMW,Diesel,Automatic,1.4,3
196255,2013,62842,Hyundai,Petrol,Manual,1.8,4
709764,2023,123514,Ford,Diesel,Automatic,3.0,5
752248,2021,120561,Volkswagen,Petrol,Automatic,1.6,1
1014708,2023,10024,Honda,Diesel,Automatic,3.0,1
100000,1996,94619,Hyundai,Petrol,Manual,2.5,1
100000,2011,132305,Ford,Petrol,Automatic,3.0,1
100000,2005,124434,Audi,Diesel,Automatic,2.5,4
100000,2005,67546,Honda,Petrol,Automatic,2.5,5
201454,2015,123433,Volkswagen,Petrol,Automatic,2.5,4
106291,2010,82076,BMW,Hybrid,Automatic,2.2,2
100000,1996,69826,Audi,Petrol,Automatic,2.5,2
100000,1996,114132,Honda,Petrol,Automatic,2.2,2
322935,2017,56128,Ford,Hybrid,Automatic,2.2,4
100000,2002,59303,Ford,Petrol,Manual,2.0,1
100000,2007,72674,BMW,Petrol,Automatic,2.5,2
100000,2004,55213,Toyota,Diesel,Manual,2.2,2
100000,2002,133885,Audi,Hybrid,Manual,2.0,4
100000,1998,164099,Audi,Diesel,Automatic,1.8,1
100000,2009,33464,BMW,Diesel,Manual,1.4,3
100000,1995,71412,Hyundai,Petrol,Manual,2.2,4
100000,2005,100709,Mercedes,Petrol,Manual,2.2,3
100000,2001,152791,Nissan,Diesel,Manual,2.0,1
163647,2011,75130,BMW,Diesel,Manual,2.0,2
860719,2021,108941,Volkswagen,Diesel,Manual,1.4,1
211309,2014,102131,Nissan,Diesel,Automatic,1.6,2
311718,2018,117753,Nissan,Diesel,Automatic,2.0,2
185661,2012,88973,Hyundai,Petrol,Automatic,3.0,5
403882,2016,55362,Honda,Hybrid,Manual,3.0,1
1217075,2023,79507,Toyota,Diesel,Automatic,1.4,1
259247,2016,109480,Audi,Petrol,Automatic,1.8,2
100000,2006,232210,Honda,Petrol,Manual,2.5,1
100000,2003,117824,Hyundai,Diesel,Automatic,2.2,3
100000,1999,20432,Mercedes,Diesel,Automatic,2.2,5
100000,2004,102985,Honda,Diesel,Automatic,1.4,2
100000,1998,97811,Mercedes,Diesel,Automatic,3.0,1
100000,1999,72521,Honda,Petrol,Automatic,1.4,2
618108,2022,91280,Audi,Hybrid,Automatic,2.2,1
863719,2022,152174,Hyundai,Diesel,Automatic,3.0,3
100000,2004,185538,Honda,Petrol,Manual,2.0,2
100000,2005,72416,Audi,Diesel,Automatic,1.6,4
312176,2015,104578,Audi,Petrol,Manual,1.8,3
301931,2018,125657,Toyota,Petrol,Automatic,1.6,4
100000,2004,50901,Kia,Diesel,Automatic,1.6,1
1029288,2022,59275,Hyundai,Diesel,Manual,1.6,4
100000,2002,58416,BMW,Diesel,Manual,2.2,4
100000,1996,150589,Volkswagen,Diesel,Manual,1.6,2
325498,2017,20617,BMW,Petrol,Manual,2.0,4
100000,2002,119642,Hyundai,Petrol,Automatic,2.0,1
100000,2010,121139,Nissan,Diesel,Automatic,2.0,3
405108,2021,253725,Honda,Petrol,Automatic,1.4,1
321996,2016,67550,Honda,Petrol,Automatic,1.8,1
100000,1999,91229,Ford,Diesel,Manual,2.0,3
791004,2021,81695,BMW,Petrol,Manual,1.6,1
627552,2019,62123,Audi,Hybrid,Automatic,1.4,1
1114382,2023,96105,Mercedes,Petrol,Automatic,2.2,1
100000,1997,207644,Nissan,Diesel,Automatic,2.0,2
100000,2006,130384,Nissan,Diesel,Automatic,1.6,1
100000,2007,152844,Volkswagen,Petrol,Manual,1.6,4
104270,2007,29157,Audi,Diesel,Automatic,2.5,3
100000,2004,35853,BMW,Petrol,Automatic,2.2,2
100000,1998,134613,Nissan,Petrol,Manual,1.4,1
100000,2003,99374,Kia,Diesel,Manual,1.6,1
189699,2016,250984,Volkswagen,Diesel,Manual,1.8,1
378487,2018,88035,Toyota,Diesel,Manual,2.0,1
249919,2017,144588,Hyundai,Electric,Manual,1.4,2
454629,2021,145200,BMW,Petrol,Manual,2.0,2
100000,1996,97352,Volkswagen,Diesel,Manual,2.0,1
149591,2013,87639,Honda,Diesel,Automatic,2.2,1
100000,1995,76793,Ford,Diesel,Manual,1.8,2
331585,2019,149499,Toyota,Petrol,Manual,1.8,2
755537,2023,85337,Honda,Diesel,Automatic,3.0,1
100000,2001,48631,Mercedes,Diesel,Automatic,2.2,2
140258,2011,118767,Honda,Petrol,Automatic,2.0,1
100000,1997,139609,Audi,Petrol,Automatic,1.8,4
282256,2014,42697,Audi,Petrol,Manual,2.0,3
328269,2014,27271,Audi,Diesel,Automatic,3.0,1
259075,2015,108691,Ford,Petrol,Automatic,1.4,1
100000,1997,38818,Ford,Diesel,Automatic,2.2,5
100000,1997,101604,Nissan,Petrol,Automatic,2.2,1
143903,2011,39064,Volkswagen,Petrol,Automatic,1.8,1
100000,2001,41863,BMW,Hybrid,Automatic,2.5,2
821322,2021,109497,Audi,Petrol,Manual,2.5,1
663339,2020,107453,Hyundai,Diesel,Automatic,1.4,5
103025,2008,18292,Ford,Petrol,Automatic,2.0,2
135287,2011,177980,Kia,Petrol,Manual,1.8,4
197224,2012,111421,Kia,Petrol,Automatic,3.0,1
100000,2007,51107,Ford,Diesel,Manual,3.0,1
266648,2014,99984,Audi,Petrol,Manual,2.0,1
762412,2023,53873,Mercedes,Diesel,Manual,1.4,2
140260,2014,147805,BMW,Petrol,Automatic,1.6,2
172366,2015,121087,Hyundai,Petrol,Automatic,1.8,2
838168,2021,82073,Nissan,Diesel,Manual,2.5,1
118485,2012,99223,Kia,Petrol,Automatic,2.5,1
100000,1998,70083,Kia,Electric,Manual,1.8,1
100000,1995,45238,Mercedes,Diesel,Automatic,2.2,4
114222,2012,167099,Mercedes,Petrol,Automatic,1.6,3
100000,1995,103454,Ford,Petrol,Automatic,2.5,1
455239,2020,80064,Kia,Petrol,Automatic,2.5,1
552272,2020,116164,Toyota,Petrol,Manual,2.5,1
100000,2007,66311,Ford,Petrol,Automatic,2.5,1
176614,2014,122867,Volkswagen,Hybrid,Automatic,1.8,5
279138,2014,77637,Volkswagen,Petrol,Manual,2.0,3
387523,2017,157374,Mercedes,Petrol,Manual,1.4,1
100000,2004,49472,Audi,Diesel,Automatic,1.6,1
530263,2021,146397,BMW,Diesel,Automatic,2.2,2
100000,2005,10317,Hyundai,Petrol,Automatic,2.2,1
100000,2003,191223,BMW,Petrol,Automatic,3.0,1
100000,2003,103819,Nissan,Petrol,Automatic,2.0,2
100000,1999,113034,Audi,Petrol,Automatic,1.4,1
400601,2020,157863,Mercedes,Petrol,Manual,2.2,2
100000,1995,233543,Nissan,Diesel,Automatic,2.2,1
158262,2011,76845,Audi,Petrol,Automatic,1.4,1
251090,2016,154359,Ford,Diesel,Automatic,1.6,1
100000,1996,74894,Ford,Petrol,Manual,1.8,1
592218,2018,45264,Nissan,Diesel,Automatic,1.8,1
100000,2007,122197,Volkswagen,Petrol,Automatic,3.0,2
100000,2003,92012,Toyota,Petrol,Automatic,1.4,2
482995,2023,299515,Toyota,Petrol,Manual,1.4,2
100000,1998,30163,Toyota,Petrol,Automatic,2.5,1
100000,1999,111310,Audi,Diesel,Manual,1.4,5
100000,2005,119459,BMW,Diesel,Automatic,2.0,1
417630,2018,41260,Audi,Electric,Automatic,2.0,3
157602,2013,152275,Toyota,Petrol,Automatic,1.4,1
252617,2015,70020,BMW,Hybrid,Automatic,2.0,2
100000,1997,131172,BMW,Petrol,Automatic,1.8,1
100000,2006,26697,Honda,Petrol,Automatic,1.4,1
442822,2020,237186,Toyota,Petrol,Automatic,1.8,2
211394,2013,142234,Hyundai,Petrol,Manual,1.8,1
100000,2013,231079,Audi,Petrol,Manual,2.0,2
110414,2007,34991,BMW,Hybrid,Manual,3.0,1
754759,2022,30050,Honda,Petrol,Manual,2.2,5
100000,2001,22715,Mercedes,Petrol,Manual,2.2,1
100000,2009,75734,Kia,Petrol,Automatic,1.6,3
487605,2017,75638,Volkswagen,Petrol,Automatic,3.0,2
100000,2001,69013,BMW,Diesel,Automatic,1.6,1
724791,2020,44634,Mercedes,Petrol,Manual,2.2,1
100000,2002,54371,Hyundai,Petrol,Automatic,1.4,4
100000,1999,150707,Mercedes,Hybrid,Automatic,2.2,3
249058,2015,138975,Audi,Petrol,Automatic,2.5,1
100000,2008,65608,Nissan,Petrol,Automatic,2.0,1
100000,1998,76059,Audi,Diesel,Manual,2.2,1
529222,2017,50881,Hyundai,Petrol,Automatic,1.4,2
100000,2004,50244,Mercedes,Diesel,Automatic,1.4,2
166159,2014,130652,Toyota,Petrol,Automatic,1.6,1
100000,2009,31889,BMW,Petrol,Manual,1.6,1
122455,2012,157153,Ford,Petrol,Manual,1.4,1
198002,2014,92952,Honda,Diesel,Automatic,1.8,2
100000,2007,141664,Volkswagen,Petrol,Automatic,2.5,1
1146388,2023,55849,Volkswagen,Hybrid,Automatic,1.6,1
100000,2002,22545,Hyundai,Petrol,Manual,3.0,3
100000,2003,131435,Nissan,Diesel,Automatic,2.5,2
100000,2010,47158,Mercedes,Diesel,Automatic,2.0,3
159593,2013,103307,Toyota,Petrol,Manual,1.8,1
125772,2010,14832,Audi,Petrol,Automatic,3.0,3
100000,2001,17466,Audi,Diesel,Automatic,3.0,4
100000,2008,98952,Hyundai,Petrol,Automatic,3.0,2
895368,2022,40712,Nissan,Diesel,Automatic,2.0,1
111452,2008,79782,Honda,Petrol,Manual,3.0,1
506066,2019,78502,Kia,Petrol,Manual,2.0,1
815423,2021,50814,Audi,Petrol,Automatic,2.5,1
100000,1998,145099,Toyota,Petrol,Manual,1.4,4
611244,2020,124775,Kia,Petrol,Manual,1.8,3
116702,2009,54795,Hyundai,Petrol,Automatic,1.6,1
100000,1997,7747,Nissan,Hybrid,Automatic,1.4,3
100000,1999,75009,Toyota,Petrol,Automatic,2.2,3
100000,1995,93533,Hyundai,Petrol,Manual,1.6,1
100000,1997,70952,Volkswagen,Diesel,Manual,2.2,1
100000,2009,59203,Mercedes,Petrol,Manual,1.4,1
630634,2018,22257,Audi,Diesel,Automatic,2.0,1
570537,2021,135329,BMW,Petrol,Automatic,3.0,1
100000,2002,33558,Kia,Hybrid,Manual,2.0,1
1089030,2023,96926,Kia,Petrol,Automatic,1.8,1
100000,1998,32393,Nissan,Petrol,Automatic,1.6,1
100000,1996,161425,Toyota,Diesel,Automatic,3.0,1
1510161,2023,14461,Kia,Petrol,Manual,2.2,1
490539,2018,115962,Ford,Diesel,Automatic,2.2,3
414034,2018,150528,Honda,Petrol,Automatic,1.8,2
100000,2004,58156,BMW,Petrol,Manual,2.5,2
100000,1998,128603,BMW,Petrol,Automatic,2.5,4
100000,1997,91043,Kia,Petrol,Automatic,3.0,1
100000,1996,132921,BMW,Petrol,Manual,1.6,5
432483,2019,57640,Mercedes,Diesel,Automatic,2.0,1
140101,2011,70034,Audi,Diesel,Manual,2.5,1
265769,2017,102826,BMW,Hybrid,Automatic,1.4,2
218857,2015,66688,Toyota,Petrol,Manual,1.8,1
552239,2018,87741,Honda,Petrol,Automatic,3.0,1
294118,2014,34792,Ford,Petrol,Automatic,1.4,3
426659,2017,103673,BMW,Diesel,Automatic,1.4,1
100000,2007,93209,Mercedes,Petrol,Automatic,3.0,4
100000,1999,39343,Nissan,Petrol,Manual,1.8,5
218920,2015,42167,Nissan,Petrol,Manual,2.2,1
100000,2003,160385,Ford,Petrol,Manual,1.6,3
342694,2019,122045,Toyota,Diesel,Automatic,2.2,5
1267783,2023,23227,Hyundai,Diesel,Manual,2.0,5
249761,2019,235807,Hyundai,Electric,Manual,1.6,2
738921,2022,81430,BMW,Petrol,Automatic,3.0,1
170370,2016,222070,Volkswagen,Petrol,Automatic,1.8,1
100000,2000,109998,BMW,Petrol,Automatic,3.0,4
100000,1999,154944,Ford,Petrol,Automatic,1.8,1
678931,2019,19446,Volkswagen,Hybrid,Automatic,1.8,2
100000,2004,106901,Audi,Petrol,Manual,1.4,1
100000,2002,44076,Toyota,Diesel,Automatic,3.0,1
100000,2001,162598,Kia,Hybrid,Automatic,1.8,1
100000,2001,117592,Honda,Petrol,Automatic,2.0,1
100000,2000,153233,Ford,Petrol,Manual,2.0,1
383586,2015,33064,Mercedes,Petrol,Automatic,1.8,4
1009233,2023,105884,Ford,Petrol,Manual,3.0,2
177868,2014,86757,Ford,Petrol,Automatic,1.6,2
100000,1997,97220,Hyundai,Petrol,Automatic,3.0,2
191716,2013,34252,BMW,Petrol,Automatic,2.0,2
319363,2016,56983,Nissan,Diesel,Automatic,1.6,1
146139,2009,25104,Honda,Diesel,Automatic,1.6,4
100000,1998,113020,Mercedes,Petrol,Manual,3.0,2
1209948,2022,43801,Honda,Petrol,Manual,1.6,3
100000,2006,88583,Nissan,Petrol,Automatic,1.8,4
100000,2000,115945,Hyundai,Petrol,Manual,2.5,1
212568,2013,7140,Ford,Hybrid,Automatic,1.4,2
100000,1998,216692,Honda,Electric,Automatic,3.0,2
100000,2009,235329,Ford,Petrol,Automatic,1.8,2
100000,2003,25523,Ford,Petrol,Manual,2.0,4
100000,1999,39040,Toyota,Petrol,Automatic,2.0,4
100000,2007,30472,Ford,Petrol,Manual,2.0,1
273513,2017,122671,Ford,Diesel,Automatic,2.0,1
634456,2020,114402,BMW,Diesel,Automatic,2.5,1
181800,2012,114980,Hyundai,Hybrid,Manual,1.4,2
100000,1999,112744,Kia,Diesel,Manual,3.0,1
406725,2019,76783,Toyota,Petrol,Automatic,2.5,1
100000,2010,146618,Toyota,Petrol,Manual,1.6,2
713435,2021,80257,Audi,Petrol,Automatic,1.8,2
213956,2013,86920,Toyota,Diesel,Automatic,2.0,2
100000,2008,189730,Mercedes,Petrol,Automatic,1.6,1
617588,2019,86866,Toyota,Petrol,Automatic,1.8,2
102118,2010,110593,Hyundai,Petrol,Automatic,1.4,1
607923,2021,31666,Mercedes,Petrol,Manual,2.2,2
105552,2009,126229,Audi,Petrol,Automatic,1.4,2
405772,2016,30090,BMW,Diesel,Manual,2.2,1
100000,1998,158708,Hyundai,Diesel,Manual,2.0,1
100000,2001,80218,Kia,Petrol,Manual,1.6,3
100000,2010,95203,Kia,Petrol,Automatic,2.5,3
314908,2018,96816,Toyota,Diesel,Automatic,1.6,4
238145,2016,91674,Volkswagen,Petrol,Manual,1.8,2
269844,2015,140278,BMW,Diesel,Automatic,2.2,1
244902,2016,128451,Nissan,Petrol,Automatic,3.0,1
351557,2015,83190,Hyundai,Diesel,Automatic,2.2,1
100000,2002,18136,Volkswagen,Diesel,Automatic,1.8,1
181758,2011,18906,Toyota,Diesel,Automatic,1.6,1
141519,2010,113431,Toyota,Petrol,Automatic,2.5,4
705002,2021,50229,Toyota,Petrol,Automatic,1.6,1
301930,2017,80486,Honda,Petrol,Automatic,1.8,2
100000,2004,223158,Nissan,Petrol,Manual,2.5,1
100000,2004,78531,Honda,Petrol,Automatic,2.5,1
755174,2021,147644,Kia,Petrol,Automatic,2.2,1
100000,1996,76979,Mercedes,Petrol,Manual,3.0,4
100000,2003,50326,Toyota,Diesel,Manual,3.0,1
144618,2011,154304,Volkswagen,Petrol,Manual,2.5,3
100000,2005,112824,Nissan,Diesel,Automatic,2.0,1
100000,2004,158900,Honda,Petrol,Automatic,1.8,1
254224,2016,65287,Ford,Petrol,Manual,1.6,1
579803,2019,94828,BMW,Petrol,Automatic,2.0,1
100733,2011,130350,Ford,Diesel,Automatic,3.0,1
100000,1998,117460,Ford,Petrol,Automatic,2.0,1
108963,2010,197132,Kia,Petrol,Automatic,2.2,1
136296,2014,194588,BMW,Petrol,Manual,3.0,1
100000,2009,6799,Hyundai,Diesel,Automatic,2.5,1
585228,2019,39637,Toyota,Petrol,Automatic,3.0,2
914378,2021,56209,Audi,Petrol,Automatic,1.8,1
269340,2015,135016,Toyota,Petrol,Automatic,2.0,1
100000,1999,101439,Mercedes,Diesel,Automatic,1.4,1
100000,2000,35670,Volkswagen,Petrol,Manual,2.0,4
120143,2011,64954,Toyota,Diesel,Automatic,2.0,2
100000,1995,143972,Kia,Petrol,Automatic,2.0,4
520989,2019,102125,Kia,Electric,Manual,1.8,1
119568,2013,169501,Audi,Diesel,Automatic,2.2,1
100000,1998,83723,Honda,Diesel,Automatic,2.2,3
111543,2011,225978,Honda,Petrol,Manual,1.4,1
100000,2003,117401,Kia,Petrol,Automatic,2.5,1
455664,2018,103662,BMW,Diesel,Automatic,1.4,1
100000,1996,64747,Audi,Diesel,Automatic,3.0,1
100000,2002,73809,Nissan,Diesel,Manual,2.0,3
100000,2009,273229,Honda,Petrol,Manual,3.0,1
100000,2001,7097,BMW,Petrol,Automatic,2.0,2
614863,2021,140162,Honda,Petrol,Manual,2.0,1
100000,2000,79766,Ford,Petrol,Manual,1.4,1
100000,1995,122516,Honda,Petrol,Manual,2.2,3
100000,2009,91247,Hyundai,Petrol,Automatic,1.4,4
257452,2017,92638,Mercedes,Petrol,Manual,2.5,1
516174,2020,121369,Mercedes,Diesel,Automatic,2.2,1
100000,2001,105019,Hyundai,Diesel,Manual,1.4,1
699920,2023,155041,Hyundai,Petrol,Automatic,2.2,2
512612,2019,114612,Volkswagen,Diesel,Automatic,1.4,1
141735,2011,38354,Mercedes,Diesel,Manual,2.2,2
100000,1996,80211,Volkswagen,Diesel,Automatic,3.0,5
631389,2021,48728,Toyota,Petrol,Manual,1.8,1
100000,2003,143469,Ford,Diesel,Automatic,1.8,4
1032118,2023,75576,Ford,Diesel,Automatic,1.6,3
100000,2003,20981,Honda,Diesel,Manual,2.5,2
100000,2007,78128,Audi,Petrol,Automatic,3.0,3
100000,2000,119010,Ford,Petrol,Automatic,2.2,1
100000,2000,111206,BMW,Hybrid,Automatic,2.2,1
214299,2014,118119,Ford,Electric,Manual,2.5,1
233403,2014,53788,Volkswagen,Diesel,Automatic,2.5,1
243032,2015,83267,BMW,Hybrid,Automatic,2.2,2
100000,1997,183730,Mercedes,Petrol,Automatic,1.6,4
131892,2011,26650,Volkswagen,Petrol,Manual,1.4,5
104128,2011,151037,BMW,Diesel,Manual,3.0,2
100000,2006,18688,Audi,Petrol,Automatic,2.5,1
100000,2010,165680,Kia,Petrol,Manual,1.8,1
114672,2009,64172,Audi,Diesel,Automatic,1.6,5
100000,2007,104662,Mercedes,Petrol,Automatic,3.0,3
393018,2017,91505,Toyota,Petrol,Automatic,1.8,2
100000,1995,86721,Hyundai,Petrol,Automatic,2.0,1
140871,2011,58096,Mercedes,Diesel,Automatic,1.6,2
100000,1997,84418,Mercedes,Diesel,Automatic,1.6,3
694296,2020,29297,Ford,Diesel,Manual,3.0,2
121625,2009,44002,Nissan,Hybrid,Manual,1.8,5
100000,1998,112922,Honda,Petrol,Automatic,2.2,1
100000,1998,122087,Toyota,Petrol,Manual,2.0,5
118031,2012,144567,Kia,Petrol,Manual,1.8,2
108290,2011,115640,Mercedes,Petrol,Manual,1.6,2
180825,2013,122138,Nissan,Petrol,Automatic,2.2,1
100000,2005,36878,BMW,Petrol,Automatic,2.0,1
206908,2014,56784,Volkswagen,Petrol,Automatic,2.2,3
100000,1997,179149,BMW,Petrol,Automatic,1.8,1
100000,2002,28340,Honda,Petrol,Automatic,2.2,1
112345,2008,23872,Kia,Petrol,Automatic,1.6,2
527164,2020,87225,Hyundai,Petrol,Automatic,1.6,1
100000,1995,14877,BMW,Petrol,Automatic,3.0,1
100000,2008,187905,Hyundai,Petrol,Automatic,1.4,1
100000,1996,164321,Kia,Petrol,Manual,3.0,3
1423811,2023,36687,Honda,Petrol,Automatic,2.0,1
379561,2017,79564,BMW,Petrol,Automatic,1.8,2
100000,1998,133558,Audi,Petrol,Automatic,3.0,1
385568,2018,115097,Volkswagen,Diesel,Automatic,2.2,1
493969,2021,96674,Mercedes,Petrol,Manual,2.5,1
744402,2023,104814,Nissan,Petrol,Automatic,1.6,1
128979,2013,119558,Nissan,Petrol,Manual,1.4,1
100000,2000,71276,Volkswagen,Diesel,Manual,1.8,2
586353,2019,24413,BMW,Electric,Automatic,1.6,3
100000,1995,101189,Hyundai,Petrol,Manual,1.8,4
153106,2011,92536,Ford,Petrol,Automatic,1.6,4
100000,2002,157431,Ford,Petrol,Manual,3.0,1
252769,2013,39000,Mercedes,Petrol,Manual,1.8,2
271001,2015,102200,Audi,Petrol,Manual,3.0,1
100000,1995,106831,Ford,Hybrid,Manual,1.6,1
100000,1999,131787,Nissan,Diesel,Manual,3.0,1
780280,2021,113401,Honda,Petrol,Automatic,2.5,1
119222,2010,23339,Mercedes,Petrol,Manual,2.5,4
100000,2000,142379,Nissan,Petrol,Automatic,2.5,3
100000,2002,82306,Audi,Petrol,Automatic,2.5,2
103217,2007,46270,Ford,Diesel,Manual,2.2,1
100000,2010,168041,Volkswagen,Petrol,Automatic,2.0,2
100000,1997,94494,Ford,Petrol,Automatic,1.6,1
209537,2013,21996,Honda,Diesel,Manual,1.8,5
100000,2006,65527,Nissan,Petrol,Automatic,1.6,1
113996,2010,122344,BMW,Petrol,Automatic,3.0,1
483627,2021,97311,Ford,Diesel,Automatic,1.4,2
100000,2005,116503,Volkswagen,Petrol,Automatic,2.5,3
100000,2004,27870,Hyundai,Petrol,Automatic,2.2,5
443772,2019,25264,Ford,Hybrid,Automatic,2.5,2
215487,2014,91063,Audi,Diesel,Automatic,2.5,1
100000,1998,55532,Toyota,Petrol,Manual,1.4,1
100000,2006,202834,Mercedes,Petrol,Manual,3.0,1
447121,2017,51039,Honda,Petrol,Manual,3.0,1
100000,1996,300000,Toyota,Petrol,Manual,1.8,1
548115,2018,43101,Volkswagen,Petrol,Manual,1.6,3
247420,2016,144052,Nissan,Diesel,Manual,3.0,2
177582,2013,88290,BMW,Petrol,Manual,3.0,4
418238,2019,37274,Mercedes,Petrol,Automatic,1.6,3
100000,1999,163812,Honda,Petrol,Automatic,1.4,3
100000,2002,171639,Hyundai,Petrol,Manual,2.0,1
100000,2001,102316,Nissan,Hybrid,Manual,3.0,1
100000,2008,116882,Ford,Petrol,Manual,2.2,4
387720,2018,105569,Volkswagen,Petrol,Automatic,1.6,2
428065,2017,116852,Toyota,Petrol,Manual,1.6,1
100000,1997,22620,Nissan,Petrol,Automatic,1.8,1
166935,2012,88239,Toyota,Petrol,Automatic,3.0,2
100000,2010,52300,Volkswagen,Diesel,Manual,1.4,2
397341,2017,86723,Toyota,Diesel,Manual,1.8,1
189529,2013,170176,Kia,Petrol,Automatic,2.2,1
288009,2013,23407,Kia,Petrol,Automatic,1.6,1
198220,2012,24931,Hyundai,Petrol,Manual,1.4,3
